,Unnamed: 0,title,Lyrics,Artist,rank,row_id,user_id,song_id,listen_count,release,neg,neu,pos,compound,rank_dec,cluster,ID
572,5737,Behind Closed Doors,my baby makes me proudlord don't she make me proudshe never makes a sceneby hangin' all over me in a crowd'cause people like to talklord don't they love to talkbut when they turn out the lightsi know she'll be leavin' with meand when we get behind closed doorsthen she lets her hair hang downand she makes me glad that i'm a manoh no one knows what goes on behind closed doorsmy baby makes me smilelord don't she make me smileshe's never far awayor too tired to say i want youshe's always a ladyjust like a lady should bebut when they turn out the lightsshe's still a baby to me'cause when we get behind closed doorsthen she lets her hair hang downand she makes me glad i'm a manoh no one knows what goes on behind closed doorsbehind closed doors,charlie rich,97,2810,78e0065cacc15d6329be91b77045f12ab18cbea5,SOPZXWU12AB018228C,1,The Sufferer & The Witness,0.07,0.85,0.08,0.1611,2,0,572
573,5739,Black Betty,whoa black betty bambalamwhoa black betty bambalamblack betty had a child bambalamthe damn thing gone wild bambalamshe said i'm worryin' outta mind bambalamthe damn thing gone blind bambalami said oh black betty bambalamwhoa black betty bambalam breakwhoa black betty bambalamwhoa black betty bambalamshe really gets me high bambalamyou know that's no lie bambalamshe's so rock steady bambalamand she's always ready bambalamwhoa black betty bambalamwhoa black betty bambalamget it break 9whoa black betty bambalamwhoa black betty bambalamshe's from birmingham bambalamway down in alabam' bambalamwell she's shakin' that thing bambalamboy she makes me sing bambalamwhoa black betty bambalamwhoa black bettybambalaaam yeah yeah,ram jam,99,2286,f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOFSLOC12A8C13F8BD,1,Tonight Alright,0.093,0.844,0.063,-0.5267,2,4,573
574,5767,Come As You Are,come as you are as you wereas i want you to beas a friend as a friendas an old enemytake your time hurry upchoice is yours don't be latetake a rest as a friendas an old memoriarefrainmemoriamemoriamemoriacome doused in mud soaked in bleachas i want you to beas a trend as a friendas an old memoriarefrainmemoriamemoriamemoriaand i swear that i don't have a gunno i don't have a gunno i don't have a gun refrainmemoriamemoriamemoriamemoria no i don't have a gunand i swear that i don't have a gunno i don't have a gunno i don't have a gunno i don't have a gunno i don't have a gunrefrainmemoriamemoria,nirvana,22,92,e006b1a48f466bf59feefed32bec6494495a4436,SODEOCO12A6701E922,2,Nirvana,0.04,0.891,0.068,0.5,0,1,574
575,5791,Always,open your eyes i seeyour eyes are openwear no disguise for mecome into the openprewhen it's cold outsideam i here in vainhold on to the nightthere will be no shame xalways i want to be with youand make believe with youand live in harmony harmony oh lovemelting the ice for mejump into the oceanhold back the tide i seeyour love in motionprewhen it's cold outsideam i here in vainhold on to the nightthere will be no shame xalways i want to be with youand make believe with youand live in harmony harmony oh loveprewhen it's cold outsideam i here in vainhold on to the nightthere will be no shame 4xalways i want to be with youand make believe with youand live in harmony harmony oh love,erasure,44,6575,8fce200f3912e9608e3b1463cdb9c3529aab5c08,SOKZICY12A6310DF57,1,blink-182,0.0,0.745,0.255,0.986,1,2,575
576,5793,Best I Ever Had,so you sailed away into a grey sky morningnow i'm here to stay love can be so boringand nothing's quite the same nowi just say your name nowbut it's not so badyou're only the best i ever hadyou don't want me backyou're just the best i ever hadso you stole my world now i'm just a phonyremembering the girl leaves me down and loneywell send it in a lettermake yourself feel betterbut it's not so badyou're only the best i ever hadyou dont want me backyou're just the best i ever hadand it might take some time to patch me up insidebut i can't take it so i i run away and hideand i might find in time that you were always rightyou're always rightso you sailed away into a grey sky morningnow i'm here to stay love can be so boringwas it what you wantedcould it be i'm hauntedbut it's not so badyou're only the best i ever hadyou dont want me backyou're just the best i ever hadyou're just the best i ever had,gary allan,45,12668,9b392166d01817895c03dc190f4eff58153a25e3,SOYNHJU12A6D4F4A28,1,Greatest Hits,0.018,0.787,0.195,0.9909,1,2,576
577,5798,Babylon,friday night i'm going nowhereall the lights are changing green to redturning over tv stationssituations running through my headlooking back through timeyou know it's clear that i've been blindi've been a foolto open up my heartto all that jealousy that bitterness that ridiculesaturday i'm running wildand all the lights are changing red to greenmoving through the crowd i'm pushingchemicals all rushing through my bloodstreamonly wish that you were hereyou know i'm seeing it so cleari've been afraidto show you how i really feeladmit to some of those bad mistakes i've madeif you want itcome and get itfor crying out loudthe love that i wasgiving you wasnever in doubtlet go your heartlet go your headand feel it nowlet go your heartlet go your headand feel it nowbabylon babylon babylonsunday all the lights of londonshining  sky is fading red to bluei'm kicking through the autumn leavesand wondering where it is you might be going toturning back for homeyou know i'm feeling so alonei can't believeclimbing on the stairi turn around to see you smiling therein front of me certain parts repeatedif you want itcome and get itfor crying out loudthe love that i wasgiving you wasnever in doubtlet go your heartlet go your headand feel it nowlet go your heartlet go your headand feel it nowlet go your heartlet go your headand feel it nowlet go your heartlet go your headand feel it nowbabylon babylon babylon babylon babylon,david gray,47,17078,85de112e63c6c3b4272ae71fa2ba2c5fd9e3032c,SOPJWVJ12A6D4FA182,1,Rock 'N Roll,0.066,0.846,0.088,0.5719,1,2,577
578,5804,Breakeven,i'm still alive but i'm barely breathingjust praying to a god that i don't believe in'cause i got time while she got freedom'cause when a heart breaks no it don't break evenher best days will be some of my worstshe finally met a man that's gonna put her firstwhile i'm wide awake she's no trouble sleeping'cause when a heart breaks no it don't breakeveneven nowhat am i supposed to do when the best part of me was always youand what am i supposed to say when i'm all choked up and you're oki'm falling to pieces yeahi'm falling to piecesthey say bad things happen for a reasonbut no wise words gonna stop the bleeding'cause she's moved on while i'm still grievingand when a heart breaks no it don't breakeven even even nowhat am i gonna do when the best part of me was always youand what am i supposed to say when i'm all choked up and you're oki'm falling to pieces yeahi'm falling to pieces yeahi'm falling to piecesone still in love while the other one's leavingi'm falling to pieces'cause when a heart breaks no it don't break evenoh you got his heart and my heart and none of the painyou took your suitcase i took the blamenow i'm tryna make sense of what little remains oh'cause you left me with no love and no love to my namei'm still alive but i'm barely breathingjust prayed to a god that i don't believe in'cause i got time while she got freedom'cause when a heart breaks no it don't breakno it don't break no it don't break even nowhat am i gonna do when the best part of me was always youand what am i supposed to say when i'm all choked up that you're oki'm falling to pieces yeahi'm falling to pieces yeahi'm falling to piecesone still in love while the other one's leavingi'm falling to pieces'cause when a heart breaks no it don't break evenoh it don't break even nooh it don't break even nooh it don't break even no,the script,49,309,d6589314c0a9bcbca4fee0c93b14bc402363afea,SODLLYS12A8C13A96B,4,Now That's What I Call Music! 72,0.157,0.636,0.207,0.9902,1,2,578
579,5891,Can't Stop,can't stop addicted to the shindigchop top he says i'm gonna win bigchoose not a life of imitationdistant cousin to the reservationdefunct the pistol that you pay forthis punk the feelin' that you stay forin time i want to be your best friendeast side love is living on the west endknocked out but boy you better come to oh ohohdon't die you know the truth as some do ohohgo write your message on the pavement ohohburn so bright i wonder what the wave meantprewhite heat is screamin' in the jungle oh ohohcomplete the motion if you stumble ohohgo ask the dust for any answers ohohcome back strong with fifty belly dancersthe world i love the tears i dropto be part of the wave can't stopever wonder if it's all for youthe world i love the trains i hopto be part of the wave can't stopcome and tell me when it's time to4sweetheart is bleeding in the snow coneso smart she's leadin' me to ozonemusic the great communicatoruse two sticks to make it in the nature5i'll get you into penetrationthe gender of a generationthe birth of every other nationworth your weight the gold of meditation6this chapter's gonna be a close one oh ohohsmoke rings i know you're gonna blow one ohohall on a spaceship persevering ohohuse my hands for everything but steeringprecan't stop the spirits when they need you oh ohohmop tops are happy when they feed you ohohj butterfly is in the treetop ohohbirds that blow the meaning into bebopthe world i love the tears i dropto be part of the wave can't stopever wonder if it's all for youthe world i love the trains i hopto be part of the wave can't stopcome and tell me when it's time towait a minute i'm passin' outwin or lose just like youfar more shockin'than anything i ever knewhow 'bout youten more reasons why i needsomebody new just like youfar more shockin'than anything i ever knewright on cue 8  0can't stop addicted to the shindigchop top he says i'm gonna win bigchoose not a life of imitationdistant cousin to the reservationdefunct the pistol that you pay for oh ohohthis punk the feelin' that you stay for ohohin time i want to be your best friend ohoheast side love is living on the west endknocked out but boy you better come to oh ohohdon't die you know the truth is some do ohohgo write your message on the pavement ohohburn so bright i wonder what the wave meant7kick start the golden generatorsweet talk but don't intimidate hercan't stop the gods from engineeringfeel no need for any interfering8your image in the dictionarythis life is more than ordinarycan i get two maybe even three of thesecomin' from the space to teach you of the pleiadescan't stop the spirits when they need youthis life is more than just a readthrough,red hot chili peppers,67,34949,90aecfe49a5a337b29bca4000d90d8cd502d3052,SONZBHR12A8C1372AE,2,It Won't Be Soon Before Long,0.027,0.747,0.225,0.999,1,2,579
580,5899,Coming Of Age,dressed to kill and lookin' dynamitewith her highlaced stockings and her sweater so tighti asked her her name she said her name was maybewell she walked up to me and she asked me to chancei said i am lookin' for some wild romanceshe gave me a winkshe said i should think about it maybepreshe said what you got babe is what i needyour kind of love got me on my kneesi'm so tied upwhat you got got a hold on me your kind of love make a man outta mei'm so tied up you got me so fired uplittle sister hits the stageshe can't help it she's comin' of agelittle junior he's all in a ragedid you notice she was comin' of ageif looks could kill i'd be dead on the flooryou got me all tied up honey beggin' for moresomebody call a doctor i think i'm goin' crazyprebecause what you got babe is what i needyour kind of love got me on my kneesi'm so tied upwhat you got got a hold on meyour kind of love make a man outta mei'm so tied upyou got me so fired uplittle sister hits the stageshe can't help it she's comin' of agelittle junior he's all in a ragedid you notice she was come come comin' oflittle sister hits the stageshe can't help it she's comin' of agelittle junior he's all in a ragedid you notice she was come come comin' oflittle sister hits the stageshe can't help it she's comin' of agelittle junior he's all in a ragedid you notice she was come come comin' of ageshe's come come comin' of agehere she come she come she comesshe's come come comin' of agehere she come she come she comes,damn yankees,70,133012,2f068d474bb10e1d6e16c7143da49e3bfbe125bf,SOFRSPQ12A8C1386A9,1,Vol. 2 Hard Knock Life,0.099,0.853,0.048,-0.9463,2,4,580
581,5912,I'm Sorry,it's cold here in the cityit always seems that wayand i've been thinkingabout you almost everydaythinking about the good timesthinking about the rainthinking about how bad it feels alone againi'm sorryfor the way things are in chinai'm sorrythings ain't what they used to bebut more than anything elsei'm sorry for myself'cause you're not here with meour friends all ask about youi say you're doing fineand i expect to hearfrom you almost anytimebut they all know i'm cryingand i can't sleep at nightthey all know i'm dying down deep insiderepeat  breaki'm sorryif i took some things for grantedi'm sorryfor the chains i put on youbut more than anything elsei'm sorry for myselffor living without youit's cold here in the cityit always seems that wayand i've been thinking about you almost every day,john denver,75,16910,0ec9cc33028dff6209aa49bf645ef64bdcbe00fc,SOHNEDD12A8C134047,1,Flyleaf,0.058,0.899,0.043,-0.0258,2,4,581
582,5927,Land Of Confusion,i must've dreamed a thousand dreamsbeen haunted by a million screamsbut i can hear the marching feetthey're moving into the streetnow did you read the news todaythey say the danger's gone awaybut i can see the fires still alightthey're burning into the nightprethere's too many men too many peoplemaking too many problemsand not much love to go roundcan't you see this is a land of confusionthis is the world we live in oh oh ohand these are the hands we're given oh oh ohuse them and let's start trying oh oh ohto make it a place worth living inooh superman where are you nowwhen everything's gone wrong somehowthe men of steel the men of powerare losing control by the hourprethis is the time this is the placeso we look for the futurebut there's not much love to go roundtell me why this is a land of confusionthis is the world we live in oh oh ohand these are the hands we're given oh oh ohuse them and let's start trying oh oh ohto make it a place worth living ini remember long agoooh when the sun was shiningyes and the stars were bright all through the nightand the sound of your laughter as i held you tightso long agoi won't be coming home tonightmy generation will put it rightwe're not just making promisesthat we know we'll never keeppretoo many men there's too many peoplemaking too many problemsand not much love to go roundcan't you see this is a land of confusionnow this is the world we live in oh oh ohand these are the hands we're given oh oh ohuse them and let's start trying oh oh ohto make it a place worth fighting forthis is the world we live in oh oh ohand these are the names we're given oh oh ohstand up and let's start showing oh oh ohjust where our lives are going to,genesis,80,9009,84bd2acb2984b6f1cbc45866b89e692cbc53fc44,SORCNJV12A58A7A6EF,1,The Platinum Collection,0.063,0.902,0.035,-0.8911,2,4,582
583,5928,Nothing's Gonna Stop Us Now,mickey thomaslookin' in your eyes i see a paradisethis world that i found is too good to be truestandin' here beside youwant so much to give you this love in my heartthat i'm feelin' for youpre grace slicklet 'em say we're crazy i don't care 'bout thatput your hand in my handbaby don't ever look backlet the world around us just fall apartbaby we can make it if we're heart to heart bothand we can build this dream togetherstanding strong forevernothing's gonna stop us nowand if this world runs out of loverswe'll still have each othernothing's gonna stop usnothing's gonna stop us nowoh whoa mickey thomasi'm so glad i found you i'm not gonna lose youwhatever it takes i will stay here with youtake it to the good timessee it through the bad timeswhatever it takes is what i'm gonna dopre grace slicklet 'em say we're crazywhat do they knowput your arms around mebaby don't ever let golet the world around us just fall apartbaby we can make it if we're heart to heart bothand we can build this dream togetherstanding strong forevernothing's gonna stop us nowand if this world runs out of loverswe'll still have each othernothing's gonna stop usnothing's gonna stop us mickey thomas grace slick  bothooh all that i need is youall that i ever needand all that i want to dois hold you forever and ever and ever hey both  grace slickand we can build this dream togetherstanding strong forevernothing's gonna stop us nowand if this world runs out of loverswe'll still have each othernothing's gonna stop usnothing's gonna stop us woah both  grace slickand we can build this dream togetherstanding strong forevernothing's gonna stop us nownothing's gonna stop us nowif this world runs out of loverswe'll still have each othernothing's gonna stop usoh no both  grace slickand we can build this dream together hey babystanding strong forever i knownothing's gonna stop us now hey baby nothing's gonna stop usif this world runs out of lovers hey baby oohwe'll still have each other nothing's gonnanothing's gonna stop us hey baby nothing's gonna stop us now yeahand we can build this dream togetherstanding strong forevernothing's gonna stop us now,starship,81,1616,523a8a39456d5a96ae8f4d5e8b8b60f3bfb31528,SOJHUGI12A8C138A66,1,Platinum & Gold Collection,0.112,0.691,0.197,0.9925,2,0,583
584,5944,I'm Glad,baby when i think aboutthe day that we first met the day that we first metwasn't looking for what i foundbut i found you and i'm bound tofind happiness in being around youi'm glad when i'm making love to youi'm glad for the way you make me feeli love it 'cause you seem to blow my mindevery timei'm glad i'm glad when you walk i'm glad you hold my hand i'm gladi'm happy that you know how to be a mani'm glad i'm glad that you came into my life i'm gladi'm so glad i'm gladi dig the way that you get down you get down thugged outand you still know how to hold me and you still know how to hold meperfect blend masculine can't get enough nowi think i'm in love damn finallyi'm glad when i'm making love to youi'm glad for the way you make me feeli love it 'cause you seem to blow my mindevery timei'm glad i'm glad when you walk i'm glad you hold my hand i'm gladi'm happy that you know how to be a mani'm glad i'm glad that you came into my life i'm gladi'm so glad i'm gladi'm glad that you glad that youturned out to be turned out to bethat certain someone specialwho makes this life worth living worth livingi'm glad you're here i'm glad that you are herejust loving me just loving meso say that you won't leave no'cause since the day you came i've been glad gladi'm glad when i'm making love to youi'm glad for the way you make me feeli love it 'cause you seem to blow my mindevery timei'm glad i'm glad when you walk i'm glad you hold my hand i'm gladi'm happy that you know how to be a mani'm glad i'm glad that you came into my life i'm gladi'm so glad i'm glad,jennifer lopez,88,6324,f0117aaaa329925350271431c324f4cf0468bb0c,SOQFGHD12AB01865A6,1,I'm Glad,0.006,0.615,0.379,0.9994,2,0,584
585,6022,In My Bed,spoken nah nah nahnah this can't be true sisqoi got this feeling and i just can't turn it loosethat somebody's been getting next to youi don't want to walk around knowin' i was your fool'cause being the man that i am i just can't lose my coolpre sisqomy friends keep telling me about the things that's going on babebut deep in my heart baby i hope that i'm wrongyes i hope i'm wrong but i know it babe dru hill  sisqosomebody's sleeping in my bed my bed babysomebody's takin' my place babysomebody's sleeping in my bed babyand you know just what i mean oh oh oh oh oh sisqoi come home early expecting your warm embracebut something is wrong 'cause it's written all over your faceit hurt so bad when i walk through the doorbut 'ya know one damn thing babyi ain't coming back no more no no nopre sisqonow don't try to tell me things are still the same yeah'cause when we made love i heard you call out his namecall out his name dru hillsomebody's sleeping in my bed tonight babysomebody's taking sisqo's placesomebody's sleeping in my bed babysomebody's taking my place yeah sisqogirl i want you to knowi gave you money and every li'l thing that you needi gave you the world yes i did'cause you were my girl oh yes i didbut you still ran out on me oh yeah dru hill  sisqosomebody's sleeping in my bed babysaid you're sleeping in my bedmessin' with my head oohsomebody's taking my placetell me why oh why oh whywhy oh why oh whywhy oh why oh why oh why oh whysomebody's sleeping in my bed babyi said you're sleeping in my bedmessin' with my headsomebody's takin' my placeoh yeah mmm sisqo  dru hillnow if you truly love me alrightthen this would not be happenin'sleepin' in my bed messin' with my headoh no no no no gotta let you gosomebody's sleeping in my bed babyyes i do baby babesomebody's taking my placewhy'd you do it to mewhy'd you do iti don't wanna be a fool no moresomebody's sleeping in my bed babysomebody's taking my place,dru hill,17,17233,0659229d409ede40887c2a4bc44e8b264a7b8b40,SOYRAHL12A6310D821,1,Frank,0.078,0.775,0.147,0.9768,0,1,585
586,6038,It's Not Over,i was blown awaywhat could i sayit all seemed to make senseyou've taken away everythingand i can't deal with thati try to see the good in lifebut good things in life are hard to findwe'll blow it away blow it awayprecan we make this something goodwell i'll try to do it right this time aroundlet's start overtry to do it right this time aroundit's not over'cause a part of me is dead and in the groundthis love is killing me but you're the only oneit's not overi've taken all i could takeand i cannot waitwe're wasting too much timebeing strong holding oncan't let it bring us downmy life with you means everythingso i won't give up that easilyi'll blow it away blow it awayprecan we make this something good'cause it's all misunderstoodwell i'll try to do it right this time aroundlet's start overtry to do it right this time aroundit's not over'cause a part of me is dead and in the groundthis love is killing me but you're the only oneit's not overwe can't let this get awaylet it out let it outdon't get caught up in yourselflet it outlet's start overtry to do it right this time aroundit's not over'cause a part of me is dead and in the groundthis love is killing me but you're the only oneit's not overlet's start overit's not over yeahthis love is killing me but you're the only oneit's not over,daughtry,25,5731,e2f4c0d8b5b7e50c31931300e9339943fc0cca99,SOLTNCZ12A8C13FB4B,1,Daughtry,0.143,0.769,0.088,-0.9631,0,3,586
587,6058,History,harry  niallyou gotta help me i'm losing my mindkeep getting the feeling you wanna leave this all behindthought we were going strongi thought we were holding onaren't weno they don't teach you this in schoolnow my heart's breaking and i don't know what to dothought we were going strongthought we were holding onaren't we allyou and me got a whole lot of historywe could be the greatest team that the world has ever seenyou and me got a whole lot of historyso don't let it go we can make some more we can live forever liamall of the rumours all of the fightsbut we always find a way to make it out alivei thought we were going strongi thought we were holding onaren't we allyou and me got a whole lot of historywe could be the greatest team that the world has ever seenyou and me got a whole lot of historyso don't let it go we can make some more we can live forever louisminibars expensive carshotel rooms and new tattoosthe good champagne and private planesbut they don't mean anything'cause the truth is out i realizethat without you here life is just a liethis is not the end this is not the endwe can make it you know it you know allyou and me got a whole lot of historywe could be the greatest team that the world has ever seenyou and me got a whole lot of historyso don't let it go we can make some more we can live foreveryou and me got a whole lot of historywe could be the greatest team that the world has ever seenyou and me got a whole lot of historyso don't let it go we can make some more we can live forever harry  all  liamso don't let me go so don't let me gowe can live foreverbaby don't you know baby don't you knowwe can live forever,one direction,35,1089,405d396ea64d75b5eaefaaf8ac836f45fa56af4d,SODDSHS12AAF3B1D3B,2,The Ecstatic,0.011,0.905,0.084,0.9766,1,2,587
588,6134,I'm Real,ja rule  jennifer lopezmurder incwhat's my motherfuckin' nameruleblowin' back on this mary jane i'm analyzin' the gameand the game done chose meto bring pain to pussy niggas  pussy hoesthey're one in the sameever since you told methere's only room for two i've been makin' less room for younow only god can hold mehug me love me judge methe only man that hovers above me holla jennifer lopezi met so many men and it's like they're all the samemy appetite for loving is now my hunger painand when i'm feeling sexy who's gonna comfort memy only problem is their insecuritypre ja rule jennifer lopez togethertired of being alone yeah yeahsick of arguing on the phone yeah yeahare you telling all your friends yeah yeahthat your nigga don't understand my love jennifer lopez ja rule together'cause i'm realthe way you walk the way you move the way you talk'cause i'm realthe way you stare the way you look your style your hair'cause i'm realthe way you smile the way you smell it drives me wild'cause i'm realand i can't go on without you ja rule with jennifer lopezgirl i've been thinkin' 'bout this relationshipand i wanna know is this as good as it gets'cause we've been through the worst times and the best timesbut it was our time even if it was parttimenow they been lookin' at me smilin' at melaughin' like we wasn't happybut not knowin' that we're growin' and we gettin' marriedhard lovin' and straight thuggin'bitch i ain't doin' this shit for nothingi'm here to get it poppin' hop in' let's ride up in the benzhair blowin' in the wind sun glistenin' off my skin heyi'm nasty heh you know mebut you still don't fuck with your baby jennifer lopez ja rule together'cause i'm realthe way you walk the way you move the way you talk'cause i'm realthe way you stare the way you look your style your hair'cause i'm realthe way you smile the way you smell it drives me wild'cause i'm realand i can't go on without you jennifer lopeznow people lovin' me and hating me treating me ungratefullybut not knowing that they ain't making or breaking memy life i live it to the limit and i love itnow i can breathe again baby now i can breathe againnow people screaming what the deal with you and so and soi tell them niggas mind their biz but they don't hear me though'cause i live my life to the limit and i love itnow i could breathe again baby now i could breathe againpre ja rule jennifer lopez togethertired of being alone yeah yeahsick of arguing on the phone yeah yeahare you telling all your friends yeah yeahthat your nigga don't understand my love jennifer lopez ja rule together'cause i'm realthe way you walk the way you move the way you talk'cause i'm realthe way you stare the way you look your style your hair'cause i'm realthe way you smile the way you smell it drives me wild'cause i'm realand i can't go on without you'cause i'm realthe way you walk the way you move the way you talk'cause i'm realthe way you stare the way you look your style your hair'cause i'm realthe way you smile the way you smell it drives me wild'cause i'm realand i can't go on without you,jennifer lopez,80,3630,5d5e0142e54c3bb7b69f548c2ee55066c90700eb,SOOXREU12A8C132CEA,1,J.Lo,0.061,0.84,0.098,0.961,2,0,588
589,6136,Numb,chester benningtoni'm tired of being what you want me to befeeling so faithless lost under the surfacei don't know what you're expecting of meput under the pressure of walking in your shoespre chester bennington  mike shinodacaught in the undertow just caught in the undertowevery step that i take is another mistake to youcaught in the undertow just caught in the undertow chester benningtoni've become so numb i can't feel you therebecome so tired so much more awarei'm becoming this all i want to dois be more like me and be less like you chester benningtoncan't you see that you're smothering meholding too tightly afraid to lose control'cause everything that you thought i would behas fallen apart right in front of youpre chester bennington  mike shinodacaught in the undertow just caught in the undertowevery step that i take is another mistake to youcaught in the undertow just caught in the undertowand every second i waste is more than i can take chester benningtoni've become so numb i can't feel you therebecome so tired so much more awarei'm becoming this all i want to dois be more like me and be less like you chester benningtonand i know i may end up failing toobut i know you were just like mewith someone disappointed in you chester benningtoni've become so numb i can't feel you therebecome so tired so much more awarei'm becoming this all i want to dois be more like me and be less like you chester benningtoni've become so numb i can't feel you therei'm tired of being what you want me to bei've become so numb i can't feel you therei'm tired of being what you want me to be,linkin park,81,2625,7e2b716907a9a295d92c2f35d7e260aeee2b32cf,SOTELBF12A6701FA4A,1,Dummy,0.192,0.733,0.075,-0.9919,2,4,589
590,6139,Get Back,heads up woop woop heads up woop woophere's another one another oneand anand another oneooohyeek yeek woop woop why you all in my eartalking a whole bunch of shit that i ain't trying to hearget back motherfucker you don't know me like thatget back motherfucker you don't know me like thatyeek yeek woop woop i ain't playing aroundmake one false move i'll take ya downget back motherfucker you don't know me like thatget back motherfucker you don't know me like thatwhooo ssso c'mon c'mondon't get swung on swung onit's the knick knack paddywhack still ride in cadillacsfamily off the street made my homies put the baggies backstill stacking plaques yep still action packed yepand dough i keep it flipping like acrobatsthat's why i pack a mac that'll crack 'em back'cause on my waist there's more heat than the shaq attackbut i ain't speaking about ballin ballinjust thinking about brawlin till y'all start bawlinwe all in together now birds of a feather nowjust bought a plane so we changing the weather nowso put your brakes on caps put your capes onor knock off your block get dropped and have your face flowncause i'll prove it scratch off the musiclike hey little stupid don't make me lose ityeek yeek woop woop why you all in my eartalking a whole bunch of shit that i ain't trying to hearget back motherfucker you don't know me like thatget back motherfucker you don't know me like thatyeek yeek woop woop i ain't playing aroundmake one false move i'll take ya downget back motherfucker you don't know me like thatget back motherfucker you don't know me like thati came i came i saw i sawi hit 'em right dead in the jaw in the jawi came i came i saw i sawi hit 'em right dead in the jaw in the jawi came i came i saw i sawi hit 'em right dead in the jaw in the jawi came i came i saw i sawi hit 'em right dead in the jaw in the jawsee i caught 'em wit a right hook caught 'em wit a jabcaught 'em wit an uppercut kicked 'em in his asssent him on his way cause i ain't for that talkno trips to the county i ain't for that walkwe split like two pins at the end of a lanewe'll knock out your spotlight and put an end to your vainput a dtp pendant at the end of yo chainthen put the booty of a swisha at the end of a flameyeek yeek woop woop why you all in my eartalking a whole bunch of shit that i ain't trying to hearget back motherfucker you don't know me like thatget back motherfucker you don't know me like thatyeek yeek woop woop i ain't playing aroundmake one false move i'll take ya downget back motherfucker you don't know me like thatget back motherfucker you don't know me like thathey you want what wit mei'm a tell you one time don't fuck wit meget down cause i ain't got nothing to losei'm having a bad day don't make me take it out on youyou want what wit mei'm a tell you one time don't fuck wit meget down cause i ain't got nothing to loseand i'm having a bad day don't make me take it out on youman cause i don't wanna do thati want to have a good time and enjoy my jacksit back and watch the women get drunk as hellso i can wake up in the morning wit a story to telli know it's been a lil while since i been out the housebut now i'm here you wanna stand around running your mouthi can't hear nothing you saying or spitting so wassupcan't you see we in the club man shut the fuck upyeek yeek woop woop why you all in my eartalking a whole bunch of shit that i ain't trying to hearget back motherfucker you don't know me like thatget back motherfucker you don't know me like thatyeek yeek woop woop i ain't playing aroundmake one false move i'll take ya downget back motherfucker you don't know me like thatget back motherfucker you don't know me like thatah we in the red light districtah we in the red light districtwhooh we in the red light districtah we in the red light districtwhooh we in the red light districtwhooh the red light districtwhooh the red light districtah we in the red light district,ludacris,84,1063,f84f5b5a5c5d1d9fb4866f6488e0d2661b54c192,SOJSEEA12AB0181F6D,2,Don't Forget,0.188,0.783,0.029,-0.9992,2,4,590
591,6152,Molly,sirihi i'm looking for mollyi've been searching everywhere siriand i can't seem to findmolly molly molly molly molly molly molly mollymolly molly molly molly molly molly molly mollyfucked around and fell in love with her tygabands all in my dollarsi'm everywhere its poppin'can't fall in love i got optionsi'm high school that's collegeking gold chains that's notre damethat green yeah i got iti show up in the partylike where the fuck that mollyod we're og'swe don't fuck with no policei'm too fly to be low keythem 4 inch kobesall black that's jodecishe gimme pussy that's josiebroke niggas stop beggin' mecause that's the shit that i don't needi'm swervin' i'm drivin'ain't got time to be tiredi'm super turnt don't try mekillin' yo mind off and fuckin' yo bodybitch wanna flick pose for my possegot too much shit to worry about gossipi'm on a bad trip siriand i can't seem to findmolly molly molly molly molly molly molly mollymolly molly molly molly molly molly molly mollyfucked around and fell in love with her wiz khalifalil' bitch my section is importantmy new car's importedmy bank account is enormousweed so loud it's distortedgot champagne and we pourin' itshe poppin' it and she snortin' itmy iphone recordin' it if i want it i can afford itbitch i'm young khalifa fillin' my lungs with reefersomewhere in the clouds gotta press up to see usi gotta whip so fast that i caught a ticket speedin'and my bitch so bad that i'm never ever cheatin'i might pull up in some shit that you've never ever seenand if i said how much i made then you won't even believe itme and ty gettin' gnarly when we pull up to the partybrought a whole pound of mary siriand i can't seem to findmolly molly molly molly molly molly molly mollymolly molly molly molly molly molly molly mollyfucked around and fell in love with her mally mallput it in my drink put it in my drinkput it in my drink you already knowput it in my drink put it in my drinkput it in my drink you already knowshe had me smokin' had me smokin'smokin' on my reefershe had me smokin' had me smokin'smokin' on my reefer siriand i can't seem to findmolly molly molly molly molly molly molly mollymolly molly molly molly molly molly molly mollyfucked around and fell in love with her,tyga,95,10000,15cc706a7f24975ca831aaaf297bf0392746b3fe,SOTIFJG12A6D4F786C,1,Los Maxis De Los Pericos,0.088,0.827,0.085,-0.3656,2,4,591
